Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G),Altitude,Obstacle Distance
0,-0.8015,0.2901,-0.1985,0.132080,-0.005371,0.954590,-0.0613,0.0149,-0.0322,34.150000000000006,0.33
0.0034,-0.8931,0.9618,-0.4885,0.135010,-0.034424,0.973145,-0.0613,0.0149,-0.0322,34.74000000000001,0.32
0.0068,-0.8244,0.3130,-0.8855,0.144531,-0.038330,0.922607,-0.0613,0.0149,-0.0322,34.56999999999999,0.33
0.0102,-1.1527,0.3969,-0.8244,0.135986,-0.054199,0.964600,-0.0613,0.0149,-0.0322,34.31999999999999,0.33
0.0136,-1.3664,0.1221,-0.4046,0.128418,-0.048584,0.945068,-0.0613,0.0149,-0.0322,34.81999999999999,0.33
0.017,-1.7557,-0.0992,0.0763,0.117188,-0.057617,0.981201,-0.0613,0.0149,-0.0322,34.81999999999999,0.33
0.0204,-1.8626,-0.4733,0.9466,0.088867,-0.083740,1.016602,-0.0613,0.0149,-0.0322,34.49000000000001,0.33
0.0238,-0.4809,-1.7405,1.7939,0.159912,-0.071777,1.000488,-0.0613,0.0149,-0.0322,34.400000000000006,0.33
0.0272,0.0611,-1.0076,1.4733,0.189941,-0.071289,1.063232,-0.0613,0.0149,-0.0322,34.22999999999999,0.33
0.0306,0.8321,0.1221,-0.1985,0.217041,-0.052979,1.022705,-0.0613,0.0149,-0.0322,34.49000000000001,0.33
0.034,1.0000,0.7786,-1.1298,0.214600,-0.052734,0.950195,-0.0613,0.0149,-0.0322,34.49000000000001,0.33
0.0374,0.1527,0.8931,-1.2824,0.134521,-0.073242,0.934570,-0.0613,0.0149,-0.0322,34.650000000000006,0.33
0.0408,0.2443,0.4122,-0.9237,0.130127,-0.018799,0.940674,-0.0613,0.0149,-0.0322,34.650000000000006,0.33
0.0442,0.2290,0.1527,-0.4275,0.119873,-0.029541,0.966797,-0.0613,0.0149,-0.0322,34.74000000000001,0.33
0.0476,0.1985,0.2824,-0.4962,0.151611,-0.030029,0.966553,-0.0613,0.0149,-0.0322,34.650000000000006,0.33
0.051,0.2214,0.7099,-0.5725,0.140137,-0.047119,0.974854,-0.0636,0.0137,-0.0293,34.400000000000006,0.33
0.0544,-0.0229,0.4733,-0.1908,0.098877,-0.043213,0.945068,-0.0636,0.0137,-0.0293,34.56999999999999,0.33
0.0578,-0.0305,-0.3893,0.4580,0.118652,-0.048096,0.932129,-0.0636,0.0137,-0.0293,34.400000000000006,0.33
0.0612,-0.3740,-1.0534,0.4885,0.155762,-0.045410,0.939209,-0.0636,0.0137,-0.0293,34.99000000000001,0.33
0.0646,-0.5267,-0.3664,0.0305,0.179932,-0.032959,0.978271,-0.0636,0.0137,-0.0293,34.74000000000001,0.33
0.068,-0.3969,0.1756,-0.4351,0.185791,-0.032227,0.983887,-0.0636,0.0137,-0.0293,34.74000000000001,0.33
0.0714,-0.1679,0.0076,-0.3130,0.185791,-0.027588,0.988770,-0.0636,0.0137,-0.0293,34.400000000000006,0.33
0.0748,-0.5954,0.2901,-1.0229,0.158447,-0.020020,0.953125,-0.0636,0.0137,-0.0293,34.400000000000006,0.33
0.0782,-0.0611,-0.4580,-0.5191,0.175781,-0.034912,0.979736,-0.0636,0.0137,-0.0293,34.56999999999999,0.33
0.0816,-0.2901,0.0534,-0.7481,0.146484,-0.035889,0.993652,-0.0636,0.0137,-0.0293,34.31999999999999,0.33
0.085,0.2672,-0.1374,-0.2595,0.125977,-0.041504,0.979248,-0.0636,0.0137,-0.0293,34.74000000000001,0.33
0.0884,0.5115,0.2748,-0.5649,0.203369,0.010254,0.917480,-0.0636,0.0137,-0.0293,34.56999999999999,0.33
0.0918,-0.8779,0.7939,-1.2214,0.118408,-0.020020,0.899658,-0.0636,0.0137,-0.0293,34.74000000000001,0.33
0.0952,-0.6183,-0.5038,0.1908,0.047119,-0.051025,0.996826,-0.0636,0.0137,-0.0293,34.56999999999999,0.33
0.0986,0.1527,-0.9237,1.2672,0.133545,-0.050537,1.009766,-0.0636,0.0137,-0.0293,34.49000000000001,0.33
0.102,0.3206,-0.2824,1.3206,0.181152,-0.038330,0.970459,-0.0636,0.0137,-0.0293,34.31999999999999,0.33
0.1054,0.1832,0.0611,0.5344,0.218994,-0.004150,0.952637,-0.0636,0.0137,-0.0293,34.400000000000006,0.33
0.1088,-0.3435,1.1679,-0.2061,0.168457,-0.025146,0.988281,-0.0636,0.0137,-0.0293,34.49000000000001,0.33
0.1122,0.4580,0.6489,0.2366,0.166016,-0.018311,0.965332,-0.0636,0.0137,-0.0293,34.650000000000006,0.33
0.1156,0.5420,0.6260,0.5954,0.168457,-0.027344,0.987305,-0.0636,0.0137,-0.0293,34.56999999999999,0.33
0.119,0.2595,0.9389,0.1450,0.163330,0.003906,0.935547,-0.0636,0.0137,-0.0293,34.74000000000001,0.33
0.1224,0.0687,0.1221,0.1679,0.159912,-0.010742,0.938232,-0.0636,0.0137,-0.0293,35.25,0.33
0.1258,0.1374,0.2519,0.3664,0.163574,-0.030518,0.976807,-0.0617,0.0104,-0.0324,34.74000000000001,0.33
0.1292,-0.2366,0.2366,0.1832,0.153076,-0.011475,0.918945,-0.0617,0.0104,-0.0324,34.650000000000006,0.33
0.1326,-0.3893,0.1374,0.2748,0.145020,-0.021729,0.958740,-0.0617,0.0104,-0.0324,34.74000000000001,0.33
0.136,-0.0611,0.3893,0.1985,0.179688,-0.005859,0.983154,-0.0617,0.0104,-0.0324,34.99000000000001,0.33
0.1394,-0.3740,0.6336,-0.1603,0.157715,-0.004395,0.948730,-0.0617,0.0104,-0.0324,34.650000000000006,0.33
0.1428,-0.7710,0.5649,-0.5267,0.169434,0.000000,0.945068,-0.0617,0.0104,-0.0324,34.74000000000001,0.33
0.1462,-0.5344,0.3588,0.2137,0.111572,-0.008301,1.039062,-0.0617,0.0104,-0.0324,34.31999999999999,0.33
0.1496,-0.0534,0.1298,0.2443,0.183350,0.017334,0.960205,-0.0617,0.0104,-0.0324,34.74000000000001,0.33
0.153,-0.3130,0.1145,-0.5038,0.134277,0.006104,0.942627,-0.0617,0.0104,-0.0324,34.91,0.33
0.1564,-0.5344,0.1832,-0.3817,0.121338,-0.013184,0.962891,-0.0617,0.0104,-0.0324,34.74000000000001,0.33
0.1598,-0.5496,-0.0382,0.0153,0.121094,-0.009033,0.983398,-0.0617,0.0104,-0.0324,34.74000000000001,0.33
0.1632,-0.3893,-0.1527,0.3359,0.126221,-0.007080,0.969238,-0.0617,0.0104,-0.0324,35.25,0.33
0.1666,-0.3206,0.2595,0.2901,0.138184,-0.024170,0.971680,-0.0617,0.0104,-0.0324,35.33000000000001,0.33
0.17,-0.2519,0.0153,0.0611,0.161621,-0.024414,0.980957,-0.0617,0.0104,-0.0324,34.56999999999999,0.33
0.1734,-0.3511,0.9008,0.0763,0.138916,-0.022949,0.967773,-0.0617,0.0104,-0.0324,34.74000000000001,0.33
0.1768,-0.0076,0.4580,0.5420,0.105469,-0.022217,0.998535,-0.0617,0.0104,-0.0324,34.400000000000006,0.33
0.1802,0.2443,0.0153,0.5802,0.158203,-0.006104,0.998291,-0.0617,0.0104,-0.0324,34.150000000000006,0.33
0.1836,0.5802,0.7481,0.2672,0.164062,-0.020508,0.984375,-0.0617,0.0104,-0.0324,34.400000000000006,0.33
0.187,0.4275,0.4198,0.5344,0.134521,-0.022705,0.963379,-0.0617,0.0104,-0.0324,34.56999999999999,0.33
0.1904,-0.0382,0.0763,0.2595,0.146240,0.009521,0.936035,-0.0617,0.0104,-0.0324,34.150000000000006,0.33
0.1938,0.4504,0.1756,0.2901,0.161377,0.016602,0.973877,-0.0617,0.0104,-0.0324,34.74000000000001,0.33
0.1972,-0.0992,0.2595,-0.3053,0.139893,0.013916,0.953613,-0.0617,0.0104,-0.0324,34.56999999999999,0.33
0.2006,-0.3664,0.4351,-0.2748,0.118652,0.007080,0.947998,-0.0617,0.0104,-0.0324,34.400000000000006,0.33
0.204,-0.4046,-0.2214,-0.0534,0.116699,0.008545,0.980469,-0.0614,0.0123,-0.0316,34.400000000000006,0.33
0.2074,-0.0153,0.1756,-0.0611,0.127197,0.005371,0.997559,-0.0614,0.0123,-0.0316,34.400000000000006,0.33
0.2108,-0.4122,0.2137,0.0076,0.122070,-0.001953,0.962646,-0.0614,0.0123,-0.0316,34.400000000000006,0.33
0.2142,0.1145,0.1908,0.1450,0.128174,-0.010498,0.964111,-0.0614,0.0123,-0.0316,34.56999999999999,0.33
0.2176,-0.1679,0.3435,0.2519,0.119629,-0.003174,0.968018,-0.0614,0.0123,-0.0316,34.49000000000001,0.33
0.221,-0.1221,-0.1145,0.4122,0.124512,0.007568,0.957764,-0.0614,0.0123,-0.0316,34.650000000000006,0.33
0.2244,0.0992,0.3817,0.0458,0.148682,-0.011230,0.952881,-0.0614,0.0123,-0.0316,34.74000000000001,0.33
0.2278,-0.5038,0.3359,0.0916,0.125732,-0.002930,0.963867,-0.0614,0.0123,-0.0316,34.81999999999999,0.33
0.2312,-0.6336,-0.1679,0.3664,0.101807,0.041504,0.947998,-0.0614,0.0123,-0.0316,34.56999999999999,0.33
0.2346,-0.6794,-0.2214,0.3588,0.139648,-0.004395,0.990723,-0.0614,0.0123,-0.0316,34.81999999999999,0.33
0.238,-0.4351,-0.1527,0.3511,0.152100,0.004395,0.983887,-0.0614,0.0123,-0.0316,34.74000000000001,0.33
0.2414,-0.4885,0.1374,-0.0840,0.150635,-0.001465,0.988770,-0.0614,0.0123,-0.0316,34.74000000000001,0.33
0.2448,-0.2061,0.3435,-0.2214,0.141602,-0.025146,0.983887,-0.0614,0.0123,-0.0316,34.31999999999999,0.33
0.2482,-0.2977,0.2672,0.1679,0.098145,-0.006836,0.951416,-0.0614,0.0123,-0.0316,34.49000000000001,0.33
0.2516,-0.5954,-0.2672,0.3893,0.145508,-0.015381,0.953369,-0.0614,0.0123,-0.0316,34.56999999999999,0.33
0.255,-0.5267,-0.3206,0.3359,0.158447,-0.010254,0.956787,-0.0614,0.0123,-0.0316,34.74000000000001,0.33
0.2584,-0.4885,0.0992,-0.1603,0.143799,-0.012695,0.979492,-0.0614,0.0123,-0.0316,34.81999999999999,0.33
0.2618,-0.3969,0.5115,-0.2137,0.140137,-0.010498,0.976074,-0.0614,0.0123,-0.0316,34.650000000000006,0.33
0.2652,-0.3893,-0.0229,-0.1679,0.132324,-0.012695,0.958984,-0.0614,0.0123,-0.0316,34.56999999999999,0.33
0.2686,-0.6336,0.1374,-0.0153,0.136963,-0.020264,0.973633,-0.0614,0.0123,-0.0316,34.74000000000001,0.33
0.272,-0.1832,0.2824,0.0229,0.131836,-0.015869,0.971924,-0.0614,0.0123,-0.0316,34.74000000000001,0.33
0.2754,-0.1832,0.2214,0.1298,0.135742,-0.016113,0.962891,-0.0614,0.0123,-0.0316,34.31999999999999,0.33
0.2788,-0.4733,0.1221,0.1527,0.139648,-0.022705,0.952148,-0.0627,0.0123,-0.0309,34.56999999999999,0.33
0.2822,-0.3206,0.0611,0.2214,0.137451,-0.031738,0.976074,-0.0627,0.0123,-0.0309,34.81999999999999,0.33
0.2856,-0.2672,0.1908,0.1221,0.144043,-0.025391,0.963379,-0.0627,0.0123,-0.0309,34.650000000000006,0.33
0.289,-0.2519,0.4046,-0.0382,0.152100,-0.023438,0.968750,-0.0627,0.0123,-0.0309,34.56999999999999,0.33
0.2924,-0.5496,0.1985,-0.1756,0.138916,-0.031982,0.965576,-0.0627,0.0123,-0.0309,34.81999999999999,0.33
0.2958,-0.3435,0.3053,-0.0229,0.137695,-0.034668,0.971924,-0.0627,0.0123,-0.0309,34.400000000000006,0.33
0.2992,-0.4046,1.9466,0.2595,0.133789,-0.022217,0.958008,-0.0627,0.0123,-0.0309,34.650000000000006,0.33
0.3026,-0.3130,0.2366,0.0076,0.147949,-0.036377,0.979980,-0.0627,0.0123,-0.0309,34.400000000000006,0.33
0.306,-0.3740,0.2061,1.9389,0.133057,-0.035889,0.955078,-0.0627,0.0123,-0.0309,34.49000000000001,0.33
0.3094,-0.1832,0.3053,-0.1603,0.139160,-0.016846,0.975586,-0.0627,0.0123,-0.0309,34.56999999999999,0.33
0.3128,-0.2595,0.1985,0.0153,0.133789,-0.035645,0.970215,-0.0627,0.0123,-0.0309,34.650000000000006,0.33
0.3162,-0.5496,0.5344,0.0992,0.132324,-0.034424,0.970947,-0.0627,0.0123,-0.0309,34.650000000000006,0.34
0.3196,-0.4427,0.1450,0.1603,0.133301,-0.036377,0.958496,-0.0627,0.0123,-0.0309,34.49000000000001,0.33
0.323,-0.3282,-0.0153,0.2977,0.129150,-0.051514,0.983398,-0.0627,0.0123,-0.0309,34.49000000000001,0.33
0.3264,-0.3206,0.0916,0.1756,0.134521,-0.035889,0.970947,-0.0627,0.0123,-0.0309,34.49000000000001,0.33
0.3298,-0.1679,0.0076,0.0687,0.138428,-0.028564,0.974365,-0.0627,0.0123,-0.0309,34.22999999999999,0.33
0.3332,-0.2061,-0.4046,0.1145,0.118408,-0.021729,0.960938,-0.0627,0.0123,-0.0309,34.49000000000001,0.33
0.3366,-0.1069,0.1298,0.1374,0.130615,-0.041992,0.982666,-0.0627,0.0123,-0.0309,34.31999999999999,0.33
0.34,0.0076,0.1756,0.2061,0.124268,-0.044189,0.976074,-0.0627,0.0123,-0.0309,34.49000000000001,0.33
0.3434,0.3130,0.1985,0.5267,0.146484,-0.035645,0.967041,-0.0627,0.0123,-0.0309,34.400000000000006,0.33
0.3468,-0.0763,0.1679,0.1603,0.138916,-0.028564,0.962158,-0.0627,0.0123,-0.0309,34.49000000000001,0.33
0.3502,0.0763,0.5115,-0.2061,0.149902,-0.021729,0.949707,-0.0629,0.0131,-0.0303,34.400000000000006,0.34
0.3536,-0.3817,0.5115,-0.0916,0.128418,-0.038086,0.967529,-0.0629,0.0131,-0.0303,34.56999999999999,0.33
0.357,-0.1450,0.0916,0.0763,0.130615,-0.037598,0.966064,-0.0629,0.0131,-0.0303,34.56999999999999,0.33
0.3604,-0.0916,0.1679,0.1298,0.144531,-0.034668,0.968506,-0.0629,0.0131,-0.0303,34.56999999999999,0.33
0.3638,-0.3893,0.1603,-0.0305,0.137695,-0.023926,0.977295,-0.0629,0.0131,-0.0303,34.49000000000001,0.33
0.3672,-0.4351,0.3588,-0.1069,0.111816,-0.037842,0.962158,-0.0629,0.0131,-0.0303,34.400000000000006,0.33
0.3706,-0.4809,-0.1756,0.1908,0.123291,-0.029785,0.954102,-0.0629,0.0131,-0.0303,34.650000000000006,0.33
0.374,-0.5878,-0.2061,0.3588,0.124023,-0.034180,0.983398,-0.0629,0.0131,-0.0303,34.49000000000001,0.33
0.3774,-0.2977,0.0076,0.3130,0.125244,-0.030518,0.958252,-0.0629,0.0131,-0.0303,34.400000000000006,0.33
0.3808,-0.5496,0.4656,0.0687,0.125000,-0.017090,0.968262,-0.0629,0.0131,-0.0303,34.400000000000006,0.34
0.3842,-0.2137,0.1832,0.0229,0.144287,-0.043945,0.977539,-0.0629,0.0131,-0.0303,34.56999999999999,0.33
0.3876,-0.2824,0.1908,0.1527,0.125732,-0.038086,0.978760,-0.0629,0.0131,-0.0303,34.56999999999999,0.34
0.391,-0.1603,-0.0153,0.0382,0.145996,-0.032227,0.957275,-0.0629,0.0131,-0.0303,34.74000000000001,0.33
0.3944,0.1679,0.0992,0.0076,0.150391,-0.035156,0.972168,-0.0629,0.0131,-0.0303,34.49000000000001,0.34
0.3978,-0.2214,-0.0153,0.1603,0.137939,-0.034424,0.959229,-0.0629,0.0131,-0.0303,34.74000000000001,0.33
0.4012,-0.4198,0.4198,-0.1069,0.140869,-0.038574,0.971680,-0.0629,0.0131,-0.0303,34.56999999999999,0.34
0.4046,-0.1527,0.7176,-0.1221,0.136230,-0.033691,0.937256,-0.0629,0.0131,-0.0303,34.400000000000006,0.34
0.408,-0.3130,0.2290,-0.0076,0.119141,-0.033691,0.962891,-0.0629,0.0131,-0.0303,34.91,0.33
0.4114,-0.2519,-0.0076,0.0534,0.133057,-0.039307,0.974854,-0.0629,0.0131,-0.0303,34.650000000000006,0.33
0.4148,-0.5115,0.0000,0.0153,0.145020,-0.038086,0.974609,-0.0629,0.0131,-0.0303,34.56999999999999,0.33
0.4182,-0.3511,0.2137,-0.1374,0.134033,-0.043457,0.959961,-0.0629,0.0131,-0.0303,34.31999999999999,0.33
0.4216,-0.3282,0.0458,0.1069,0.125732,-0.044922,0.974609,-0.0629,0.0131,-0.0303,34.99000000000001,0.34
0.425,-0.2824,0.3511,0.1832,0.133057,-0.050293,0.977295,-0.0636,0.013,-0.0297,34.06,0.33
0.4284,-0.1145,0.0916,0.0611,0.127441,-0.039062,0.960449,-0.0636,0.013,-0.0297,34.49000000000001,0.33
0.4318,-0.5267,0.0534,-0.1145,0.148438,-0.034668,0.973633,-0.0636,0.013,-0.0297,34.91,0.34
0.4352,-0.2824,0.0305,-0.1908,0.137939,-0.042969,1.006836,-0.0636,0.013,-0.0297,34.91,0.34
0.4386,0.0687,0.3664,-0.1832,0.135498,-0.041992,0.976807,-0.0636,0.013,-0.0297,34.22999999999999,0.34
0.442,-0.0458,0.2137,-0.1145,0.138428,-0.033936,0.951172,-0.0636,0.013,-0.0297,34.400000000000006,0.34
0.4454,0.0229,-0.0458,-0.1069,0.144531,-0.043945,0.965820,-0.0636,0.013,-0.0297,34.74000000000001,0.34
0.4488,-0.1527,0.0153,-0.2214,0.136475,-0.040527,0.955322,-0.0636,0.013,-0.0297,34.22999999999999,0.33
0.4522,-0.0305,0.1450,-0.3511,0.140137,-0.035400,0.965576,-0.0636,0.013,-0.0297,34.74000000000001,0.33
0.4556,-0.0916,0.4962,-0.1832,0.116211,-0.039551,0.977295,-0.0636,0.013,-0.0297,34.650000000000006,0.34
0.459,-0.0305,0.0153,0.1527,0.126465,-0.026123,0.956787,-0.0636,0.013,-0.0297,34.31999999999999,0.34
0.4624,-0.2824,-0.0229,0.1679,0.129395,-0.034668,0.970215,-0.0636,0.013,-0.0297,34.74000000000001,0.34
0.4658,-0.0992,0.1450,0.0382,0.133545,-0.046875,0.973145,-0.0636,0.013,-0.0297,34.49000000000001,0.33
0.4692,-0.0992,0.2519,-0.0458,0.132324,-0.033691,0.950684,-0.0636,0.013,-0.0297,34.22999999999999,0.34
0.4726,-0.4580,-0.1069,0.1679,0.120605,-0.039551,0.964355,-0.0636,0.013,-0.0297,35.33000000000001,0.33
0.476,-0.1756,0.1756,0.3282,0.150146,-0.035400,0.981201,-0.0636,0.013,-0.0297,34.650000000000006,0.34
0.4794,-0.4275,0.2672,0.1603,0.136719,-0.041504,0.976318,-0.0636,0.013,-0.0297,34.74000000000001,0.34
0.4828,-0.3588,0.0840,0.0458,0.127197,-0.039307,0.962891,-0.0636,0.013,-0.0297,34.81999999999999,0.33
0.4862,-0.1756,0.0153,0.4275,0.135986,-0.041748,0.980957,-0.0636,0.013,-0.0297,34.49000000000001,0.34
0.4896,-0.2595,0.1450,0.2977,0.156250,-0.015869,0.968506,-0.0636,0.013,-0.0297,34.56999999999999,0.34
